doc_id,para_id,author,paragraph
1D,1D_54,The participant,"Yeah, I think you let the natural – a natural leader will emerge. And as much as possible you should let that natural leader be the chair. So I’m not – yeah, so [ Chair], 00:18:36 who’s the chair on the This NFP board, she’s got an Order of Australia. She’s extremely experienced in this space. And so it was just natural that we would defer to her in that case."
1D,1D_55,Margo,She’s was on the board?
1D,1D_56,The participant,"She was on the board previously. We’re trying to get [a particular person] 00:18:56 as the next chair. She’s not on the board at the moment. So the board understands. So you don’t want to have, oh it’s his turn or it’s her turn. You want to be able to control that process to the best of your ability. Not control it, you want it to be – you don’t want the natural leader to be someone who’s part-time and not on the board. Unless that person has deferred a lot of authority to the chair. And then they have to be quite respectful."
1D,1D_57,The participant,"So I have seen, for example, I’ve seen a CEO sacked because – and they were a great CEO. This was a woman CEO, man chair. And she was having a coffee and said oh, I’m not very sure about the competency of the chair. And she was right. But you can’t interfere with the natural authority of the chair. And the chair heard this and the chair said look, I can’t have a board where you’ve said that in public. Or not in public, but to friends and it got back to me. So you have to go. And so that was – and she’s a CEO now of a big company. But she just made a stupid mistake. But that authority of the chair is really important in managing that diversity."
1D,1D_58,Margo,"Okay, that’s interesting. And you say a natural leader. Are there any key attributes or characteristic of that natural leader for the chair?"
1D,1D_59,The participant,"I’ll start by saying, they way you identify it is the way people defer to them. So for example, when we were sacking the CEO, I was on the side to say no. And the board was pretty much divided. Two people resigned over this issue. From the board. But you could see constantly that they were deferring to her. They were just going okay, what do you think of this? We’re in territory we don’t want to be in. So you do identify by seeing who people defer to. So you do need to be cool under pressure. You do need to be decisive. You do need to keep a bigger perspective. I know I’ve been mentioning the competency a lot but the competency is a big deal I think."
1D,1D_6,Margo,Is that better?
1D,1D_60,Margo,"Great, excellent. Okay, so we’re going to talk now about processes. How does diversity influence your board’s functioning? You’ve talked a little bit about it but do you want to perhaps focus on -"
1D,1D_61,Paul,"And perhaps, The participant, just within the context of the research, if we could focus on diversity in terms of gender, social background, ethnic background, et cetera."
1D,1D_62,The participant,Sure. Okay. So give me the question -
