,doc_id,para_id,author,paragraph,emotion_profile,emotion_keywords
1055,14IN,14IN_100,A,"Yeah, look I think you’re not going to get the change you want without some targets there.","{'fear': 0, 'anger': 0.007, 'anticipation': 0.017, 'trust': 0.042, 'joy': 0.06, 'surprise': 0.062, 'sadness': 0.345, 'disgust': 0.507}","['not', 'without', 'Yeah,', 'get', 'want']"
1056,14IN,14IN_101,Q,Because of this private at the second -,"{'anger': 0, 'fear': 0.026, 'surprise': 0.082, 'sadness': 0.099, 'trust': 0.14200000000000002, 'anticipation': 0.156, 'disgust': 0.26, 'joy': 0.276}","['Because', 'this', 'at', 'second', 'the']"
1057,14IN,14IN_102,A,"Yeah, you won’t. And I was having a conversation with someone last night and this is about trying to get more pilots to be women and there was a positive description towards women. And he said, “Well think about that, someone with the lowest score got in.” And I said, “Well 50 years ago, it was the opposite that women who could have done it, didn’t get in even though they had better scores and now it’s the opposite.” It’s going to bounce out and when we get there, there’s going to have to be a correction. So,unfortunately, they go, “Yeah right, just okay. “You think about the long-term, it’s a long-term, we’re not talking about today and tomorrow, we’re talking about trying to make a correction and once people are in there, more people will want to be in; but you’ve got to get them in there in the first place and we’re going to need that positive thing to get -","{'fear': 0, 'anger': 0.015, 'anticipation': 0.057, 'surprise': 0.1, 'joy': 0.154, 'sadness': 0.175, 'trust': 0.189, 'disgust': 0.35100000000000003}","['but', 'opposite.”', 'didn’t', 'opposite', 'that,']"
1058,14IN,14IN_103,Q,"So, how do you think the culture, this dare I say, the token, the risk of tokenism, how might that then affect the culture of oh well this could be the cockpit fit and we’re really looking at boards. If that is the perception, you’re here because you’ve ticked a box.","{'anger': 0.011, 'sadness': 0.018, 'joy': 0.04, 'trust': 0.088, 'fear': 0.104, 'disgust': 0.16899999999999998, 'anticipation': 0.301, 'surprise': 0.312}","['how', 'how', 'could', 'If', 'might']"
1059,14IN,14IN_104,A,Just have to get over it.,"{'anger': 0, 'fear': 0.012, 'disgust': 0.019, 'sadness': 0.029, 'surprise': 0.037, 'joy': 0.22999999999999998, 'anticipation': 0.352, 'trust': 0.361}","['get', 'have', 'over', 'Just', 'to']"
1060,14IN,14IN_105,Q,"[inaudible] 00:37:55 have to get over it, the board or both.","{'anger': 0, 'joy': 0.026, 'trust': 0.06, 'fear': 0.091, 'sadness': 0.124, 'surprise': 0.171, 'anticipation': 0.23500000000000001, 'disgust': 0.33399999999999996}","['00:37:55', '[inaudible]', 'or', 'have', 'get']"
1061,14IN,14IN_106,A,"Both I think. We’re just going to say, there’s going to be some backflak from it. We’re looking at the longer-term benefit. People always have that for you. They could be right or could be wrong and there’ll be some good highs and some bad highs but that’s what we have now, isn’t it really. I think that’s an excuse not to take some action. I hear that argument, that’s fine you can have that argument, but I don’t think that’s a reason not to go ahead. Maybe, some of the targets to me seemed a little bit too big. I think just moderate, maybe go 50% but maybe you’ve got 10, 20 or 30 is not a bad target.","{'anger': 0.007, 'joy': 0.042, 'sadness': 0.058, 'fear': 0.06, 'surprise': 0.081, 'disgust': 0.116, 'anticipation': 0.247, 'trust': 0.43000000000000005}","['wrong', 'isn’t', 'not', 'not', 'not']"
1062,14IN,14IN_107,Q,"Yeah. But with targets, do you think there’s some things that can’t be measured that matter? Because targets imply you can measure them, you can say 30% or 40%.","{'sadness': 0, 'anger': 0, 'fear': 0.078, 'surprise': 0.132, 'disgust': 0.167, 'joy': 0.174, 'anticipation': 0.225, 'trust': 0.264}","['matter?', 'can', 'can', 'or', 'But']"
1063,14IN,14IN_108,A,"Oh, well that’s always the case, isn’t it?","{'sadness': 0, 'anger': 0, 'disgust': 0, 'fear': 0.006, 'joy': 0.084, 'anticipation': 0.228, 'surprise': 0.314, 'trust': 0.408}","['it?', 'isn’t', 'well', 'that’s', 'Oh,']"
1064,14IN,14IN_109,Q,"Yeah, but there are things that you’ve been talking about that are really hard to measure.","{'anticipation': 0, 'fear': 0.015, 'anger': 0.026, 'joy': 0.037, 'trust': 0.045, 'surprise': 0.08, 'sadness': 0.307, 'disgust': 0.531}","['but', 'Yeah,', 'that', 'that', 'hard']"
1065,14IN,14IN_11,A,"It’s all right, it’s fine.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.007, 'joy': 0.17200000000000001, 'trust': 0.863}","['fine.', 'right,', 'it’s', 'It’s', 'all']"
1066,14IN,14IN_110,A,"Oh yeah, a lot. Well I mean there’s a lot of – look the biggest issue with 50% on boards is that there are not 50% of executives who are women, so it’s just a very difficult pull to select from. If you’ve only got 10% of executives are women, and you want 50% on the boards -","{'anger': 0, 'fear': 0.044, 'surprise': 0.053, 'anticipation': 0.075, 'sadness': 0.078, 'joy': 0.175, 'trust': 0.22899999999999998, 'disgust': 0.388}","['is', 'difficult', 'not', 'so', 'are']"
1067,14IN,14IN_111,Q,"Yeah, do the maths. I’m really going back to this what you’ve said about your experience which is just because we’ve had the technological revolution, we don’t have secretaries except for maybe the CE. We all run from our mobiles, from our laptops, and whatever and so you miss the support.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.028, 'anticipation': 0.084, 'joy': 0.27, 'trust': 0.658}","['I’m', 'Yeah,', 'we’ve', 'just', 'said']"
1068,14IN,14IN_112,A,There’s no support in business now.,"{'anticipation': 0, 'trust': 0, 'fear': 0.012, 'surprise': 0.02, 'joy': 0.038, 'anger': 0.039, 'sadness': 0.226, 'disgust': 0.706}","['no', 'support', 'in', 'business', 'There’s']"
1069,14IN,14IN_113,Q,"Yeah, so this could be an invisible glass ceiling.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.117, 'anticipation': 0.319, 'trust': 0.605}","['Yeah,', 'so', 'invisible', 'could', 'this']"
1070,14IN,14IN_114,A,"I think it is. I think you’ll hang around but you won’t be able to go to the next level because the way you succeed more in the mantra is you go out for dinner; you’re catching up in the corridor; you’re making those other connections; you might be at some business dinner and you can’t, it’s just very hard to do that when you’ve got kids. And also, if I think on it being one of the reasons I finally resigned from Exxon is I coined the term I was diarising toilet breaks and it was so busy; and even then, and I’m busier now I’d say but I thought I was busy then. And I remember, it was one weekend anyway, I was so busy, someone left the front door open, one of the children wandered down the street; I justwasn’t there, and I go, Joan try to do all this and it’s my safety with the kids and they keep talking about that you’re not talking to your kids. We can have some social mess up. It’s really interesting to know and that’s why I just think, gosh I don’t know how to advise women going through it right now, if they have kids and stuff. I go, I did it and I think I did it pretty well but -","{'fear': 0, 'anger': 0.017, 'surprise': 0.024, 'trust': 0.10500000000000001, 'sadness': 0.161, 'joy': 0.16799999999999998, 'anticipation': 0.235, 'disgust': 0.33}","['anyway,', 'you’ll', 'busy;', 'busy,', 'diarising']"
1071,14IN,14IN_115,Q,"Yeah, there was a bit of luck maybe.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.093, 'trust': 0.353, 'anticipation': 0.595}","['luck', 'maybe.', 'Yeah,', 'a', 'there']"
1072,14IN,14IN_116,A,"I think so. My kids are pretty good. I was lucky they’re pretty healthy and the kids were okay, but I hear some terrible stories of really difficult children who just need a more present parent all the time and that’s not that it worked every time.","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.012, 'anticipation': 0.02, 'surprise': 0.147, 'joy': 0.29200000000000004, 'trust': 0.5700000000000001}","['good.', 'pretty', 'pretty', 'okay,', 'healthy']"
1073,14IN,14IN_117,Q,"That’s right. And the extended family thing, because of our -","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.027, 'joy': 0.131, 'trust': 0.883}","['right.', 'That’s', 'because', 'extended', '-']"
1074,14IN,14IN_118,A,"It’s so limited, yeah, that’s right.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.018, 'disgust': 0.024, 'joy': 0.129, 'trust': 0.8699999999999999}","['right.', 'yeah,', 'that’s', 'It’s', 'so']"
1075,14IN,14IN_119,Q,"- where it’s a global community, you spend a lot of your time overseas. So, you’re not where your parent – you know, there’s not the parents to call on or siblings that might have come in 50 years agoif and when we’re trying to do it. Yeah, so,that’s reallygood to bring that into my head but I think the technological part of it and no secretaries, that is across the board, across all industries and that is the factornow, who does that impact more?","{'anger': 0, 'sadness': 0.007, 'surprise': 0.069, 'fear': 0.076, 'anticipation': 0.102, 'trust': 0.213, 'disgust': 0.284, 'joy': 0.291}","['does', 'when', 'so,that’s', 'is', 'is']"
1076,14IN,14IN_12,Q,"Yeah, well that’s what she was meaning. And so, she said that you would be really useful to our project because you could shed some light on how you’ve been trying to increase the number of women in engineering getting through to senior management experience in order that they can have a go of boards in this industry.","{'sadness': 0, 'anger': 0, 'fear': 0, 'anticipation': 0.017, 'surprise': 0.018, 'disgust': 0.02, 'joy': 0.5926, 'trust': 0.6429999999999999}","['useful', 'that’s', 'well', 'Yeah,', 'trying']"
1077,14IN,14IN_120,A,"I think its women, I think it is because often, and especially single women, even worse so because -","{'joy': 0, 'anticipation': 0, 'trust': 0, 'surprise': 0.024, 'fear': 0.037, 'anger': 0.161, 'sadness': 0.277, 'disgust': 0.5429999999999999}","['worse', 'because', 'because', 'even', 'is']"
1078,14IN,14IN_121,Q,It’s impossible.,"{'anger': 0, 'sadness': 0.024, 'fear': 0.065, 'joy': 0.091, 'surprise': 0.121, 'trust': 0.13, 'anticipation': 0.139, 'disgust': 0.47}","['impossible.', 'It’s']"
1079,14IN,14IN_122,A,"Yeah, so maybe and I’m single now, I’ve been ten years but guys, maybe they know so much because they’ve got someone sometimes at home keeping an eye on them and checking on this, you’ve just got nothing. You’re just going, no one is thinking about you in any capacity. Sometimes I go, really.","{'anger': 0, 'trust': 0.035, 'sadness': 0.071, 'fear': 0.096, 'joy': 0.163, 'anticipation': 0.17, 'surprise': 0.216, 'disgust': 0.29000000000000004}","['Sometimes', 'sometimes', 'maybe', 'maybe', 'but']"
1080,14IN,14IN_123,Q,"Yeah, it’s really hard. I see it’s a hard call, like you can’t advise, but anyway, you’ve been a role model and you can share your experience.","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0.001, 'disgust': 0.016, 'anger': 0.02, 'joy': 0.252, 'trust': 0.752}","['Yeah,', 'hard.', 'experience.', 'hard', 'advise,']"
1081,14IN,14IN_124,A,"Yeah. Look I think the workplace is much better for women and people behave better, they talk to each other with more respect. Because I’ve heard over a meeting with all guys in there and they’re shouting at each other. And then I open the door, going, “Is there a problem here?”“Oh, no this is how we talk.” I said, “Well do you mind not. This is not very good to me. Only just quieten down and just have a bit,” so, I think people do behave better and that’s a good thing.","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anger': 0.034, 'joy': 0.13999999999999999, 'trust': 0.867}","['better,', 'better', 'better', 'good', 'good']"
1082,14IN,14IN_125,Q,"That’s funny. So, what do you see the main barriers to building diverse boards?","{'fear': 0.026, 'sadness': 0.038, 'trust': 0.045, 'anticipation': 0.056, 'anger': 0.14, 'disgust': 0.19699999999999998, 'surprise': 0.226, 'joy': 0.313}","['funny.', 'boards?', 'what', 'So,', 'do']"
1083,14IN,14IN_126,A,"Well it is a pipeline and I think it’s the experience. If you’ve never worked with another woman on the board or had – half these guys probably haven’t worked for a male boss or a female boss or something like that, it’s just a change and it’s how prepared they are. Women are very busy to take that on. I remember onetimeI was trying to employ a new scheduler or something and there were two applied and it was within the company and it was a guy and a girl. I remember thinking at the time, both of them were quite capable; the girl probably would actually be more capable but she needed a bit more training and I had no time to train; and I go, “I’ve got no time, I’m going to have to select him because he’s done half the job anyway,” and you can hit the ground running, even though I knew it would be great but I’ve got no spare capacity. And I do think again the way the workplace is, there’s this thing, well we’ll train them up, it doesn’t happen. So, if people aren’t already got experience, even though we talk about you can cross into it, because people can adjust, but the pace just I think it takes time","{'sadness': 0, 'fear': 0, 'surprise': 0.019, 'anger': 0.025, 'disgust': 0.065, 'anticipation': 0.11299999999999999, 'joy': 0.264, 'trust': 0.554}","['experience.', 'experience,', 'it’s', 'it’s', 'it’s']"
1084,14IN,14IN_127,Q,"That’s come out in other interviews, the pace has but not the implications for the pipeline. So, that’s really interesting. It sounds awful.","{'sadness': 0.01, 'anticipation': 0.021, 'fear': 0.028, 'anger': 0.041, 'trust': 0.056999999999999995, 'joy': 0.07300000000000001, 'disgust': 0.092, 'surprise': 1.2686000000000002}","['interesting.', 'really', 'that’s', 'That’s', 'awful.']"
1085,14IN,14IN_128,A,"I know and yes it does, it’s just seems it’s going to be hard work.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.057, 'joy': 0.152, 'trust': 0.831}","['yes', 'hard', 'it’s', 'it’s', 'know']"
1086,14IN,14IN_129,Q,"Yeah, I don’t want to get you into a stress. So, has this pace increased say over the last five years; is there a turn?","{'anger': 0, 'joy': 0.046, 'fear': 0.119, 'anticipation': 0.139, 'disgust': 0.14, 'trust': 0.16, 'surprise': 0.161, 'sadness': 0.277}","['turn?', 'want', 'is', 'stress.', 'So,']"
